ds_n,model,strategy,n.samples,n.attributes,n.rare,p.rare,L1.mean,L1.min,L1.max,L1.sd,L2.mean,L2.min,L2.max,L3.mean,L3.min,L3.max,L3.sd,T2,T3,T4,C2.mean,C2.min,C2.max,C2.sd,C3.mean,C3.min,C3.max,C3.sd,C4.mean,S1.mean,S1.min,S1.max,S1.sd,S2.mean,S2.min,S2.max,S2.sd,S3.mean,S3.min,S3.max,S3.sd,S4.mean,S4.min,S4.max,S4.sd
plasma_retinol,XG,NONE,315,18,23,7.3015873015873,0.0953575904354093,0.0009444445291231,0.63840610817708,0.0847004290752312,0.0162444576195389,0.0162444576195389,0.0162444576195389,0.015149071422746,4.82725508528869E-08,0.409987831738938,0.0344466573514346,0.0571428571428571,0.0095238095238095,0.166666666666667,0.0767208871089087,0.0098655861005217,0.226854737037753,0.0596669346752587,0.608994708994709,0.511111111111111,0.780952380952381,0.0706954807059741,0.307936507936508,0.14240071429747,0.001937984496124,0.739664082687339,0.130070373107372,0.23888714556724,0.0177440136161515,0.539953659565415,0.0903444698738941,0.0352192058309479,3.75578390721713E-06,0.547102955217702,0.0686504428697666,0.0062010112485514,0,0.219479109994391,0.0237029299109254
pm10,XG,GN,500,7,21,4.2,0.133997482438126,0.0003021188671375,0.601413945047177,0.106402315411455,0.0292541351192247,0.0292541351192247,0.0292541351192247,0.0275626704533542,5.3191715102817E-07,0.325503662120338,0.0412879789646002,0.014,0.004,0.285714285714286,0.150010733112231,0.055924170709605,0.349978397028123,0.107829756560086,0.531428571428571,0.468,0.59,0.03981146042225,0.526,0.156009790873189,0,0.639968684049289,0.127637058861283,0.241583999864815,0.0387854041512523,0.485946031850643,0.0878541007447936,0.0372582081170885,0,0.409559916563778,0.0622389161596668,0.0220168819828434,0,0.49163770965508,0.0539150164106611
pwLinear,SVR,WC,200,10,10,5,0.0721423951339963,0.0018886986265781,0.290975456811004,0.0547309483262811,0.0081850244968402,0.0081850244968402,0.0081850244968402,0.0064385488430416,8.45198664843741E-07,0.0499510137582877,0.0087692357444813,0.05,0.05,1,0.225286393252811,0.001150842491109,0.709034504387404,0.224186811458501,0.7995,0.765,0.865,0.0354690788653378,0.19,0.118871650830572,0.0013100436681222,0.683406113537118,0.107626619514941,0.401005025125628,0.1,0.75,0.120075712541285,0.0278170429625675,9.34383402299738E-06,0.467043916019908,0.0517308630243505,0.0011733938476462,0,0.138241557816224,0.01023211874431
QSAR-TID-100063,DT,GN,149,1024,29,19.4630872483221,0.0153846335145866,7.42277576225464E-20,0.201199591240839,0.037730455221219,0.0016507199227248,0.0016507199227248,0.0016507199227248,0.0011599354186375,0,0.0323858067297037,0.0039322454147001,6.87248322147651,0.395973154362416,0.0576171875,0.0892218586477838,0.0006781323844023,0.316064544054611,0.0620000957551521,0.520232539848993,0.496644295302013,0.852348993288591,0.0455604617237167,0.530201342281879,0.148539602488625,0,0.701853851336215,0.149237397159322,0.067066089527027,0,0.1240234375,0.0319346910340273,0.0349360111690707,0,0.751993397569959,0.0914799284654073,0.0017552723548546,0,0.0475687032823642,0.0067573864773801
QSAR-TID-10012,SVR,SMT,224,1024,26,11.6071428571429,0.0607235433581346,1.67252004635996E-18,0.396977585168655,0.0874448045451124,0.0112998059802487,0.0112998059802487,0.0112998059802487,0.0077621780593716,5.2059953589838E-32,0.110516538385911,0.0174504390008851,4.57142857142857,0.303571428571429,0.06640625,0.0900160475027848,0.0002613132896213,0.362237571651025,0.0643112733775913,0.521785191127232,0.504464285714286,0.892857142857143,0.0470944433984928,0.6875,0.188443695807231,0,0.8298755172234,0.186608869764712,0.0390406039798206,0,0.111328125,0.0232563418207678,0.0588035798287394,0,0.593016573544879,0.103244726159749,0.019383949142687,0,0.485601788028475,0.0696964366543651
QSAR-TID-100127,DT,WC,101,1024,9,8.91089108910891,0.0001610709584188,1.35598582853252E-20,0.0081340834001497,0.0011388867208943,1.31016460912064E-06,1.31016460912064E-06,1.31016460912064E-06,3.71154532844707E-05,0,0.0008411282379998,0.0001215584964793,10.1386138613861,0.772277227722772,0.076171875,0.101257192768998,0,0.445975001158437,0.0767389992111259,0.601185411509901,0.554455445544555,0.930693069306931,0.0537369790198284,0.811881188118812,0.194521771654805,0,0.960995709306522,0.20857996383588,0.09783203125,0,0.1318359375,0.0213441948117342,0.065605481011718,0,0.923512753305544,0.14791105111334,4.61033786936399E-05,0,0.0008703914235409,0.0001285164881999
QSAR-TID-100155,DT,GN,138,1024,10,7.2463768115942,0.0110269925936599,3.42029347731588E-19,0.199197838029302,0.0333209423214219,0.001223834217941,0.001223834217941,0.001223834217941,0.0009551754474706,4.93038065763132E-32,0.0352799687364166,0.0040185245241147,7.42028985507246,0.434782608695652,0.05859375,0.12220060907725,0.0028666436315408,0.460101354018298,0.0822492426074636,0.518285778985507,0.492753623188406,0.847826086956522,0.0505200380702844,0.565217391304348,0.143033042298599,0,0.884297454566023,0.144922984534736,0.0656934306569343,0,0.11328125,0.0223659851492301,0.0381758777427102,0,0.509311428823117,0.0739064443593497,0.002236566584556,0,0.158437925897487,0.014703613324918
QSAR-TID-100416,DT,RU,122,1024,20,16.3934426229508,0.0029312627719234,1.24219231738923E-19,0.178807029087327,0.0227990949738148,0.0005241303877219,0.0005241303877219,0.0005241303877219,0.000261828356772,4.07526776232339E-31,0.0123078069957735,0.0015011939923515,8.39344262295082,0.704918032786885,0.083984375,0.0676419014174853,0,0.331661253152072,0.0535745660168473,0.669449602971312,0.237704918032787,0.926229508196721,0.0606188721543427,0.30327868852459,0.161538657603673,0,0.776250550499119,0.214171583978375,0.0830723786157025,0.01171875,0.125,0.0305519300246547,0.0585449601307813,0,0.602564917150186,0.127724319806339,0.0025504485175622,0,0.1584880000671,0.0184549143074097
QSAR-TID-100424,MLP,WC,97,1024,12,12.3711340206186,0.0045124854322894,3.892967344856E-20,0.109427771733018,0.0218714482836837,0.0004937912258331,0.0004937912258331,0.0004937912258331,0.0003580734664794,4.81482486096809E-35,0.0156708159399667,0.0017618739787968,10.5567010309278,0.762886597938144,0.072265625,0.103876244027418,0,0.471061103634574,0.0721661747393831,0.672630074097938,0.298969072164948,0.938144329896907,0.059231483099123,0.845360824742268,0.143719035525606,0,0.99076370971389,0.226221366042341,0.0949503580729167,0.0068359375,0.126953125,0.0210350742452516,0.0450886157453304,0,0.737841920187626,0.130032199170392,0.000423752039583,0,0.0294638077274759,0.0030546121296344
QSAR-TID-100790,SVR,RU,170,1024,17,10,0.0103345939888006,1.44830481501065E-19,0.202717029462782,0.0331674879268274,0.0012004150161991,0.0012004150161991,0.0012004150161991,0.0009154990831261,7.70371977754894E-34,0.0214993836030768,0.0032662982168867,6.02352941176471,0.564705882352941,0.09375,0.0933949979037309,0.000490489629341,0.564944607303574,0.0817005416481496,0.644347426470588,0.217647058823529,0.947058823529412,0.0626916453809081,0.864705882352941,0.162947386724525,0,0.883203840810428,0.181077274195875,0.0754611224112426,0.005859375,0.126953125,0.0332006868628708,0.0512672271281227,0,0.547516467376181,0.091066247238759,0.0019854031520352,0,0.168928454111995,0.0178375148929714
QSAR-TID-100833,MLP,RO,83,1024,18,21.6867469879518,0,0,0,0,0,0,0,0.0001743418001798,7.40275316885568E-34,0.0036337313435321,0.0006452518031758,12.3373493975904,0.807228915662651,0.0654296875,0.101213147404055,0,0.394986029361815,0.0651969430423425,0.744399472891566,0.156626506024096,0.903614457831325,0.140342548681809,0.963855421686747,0.162961442841947,0,0.741993818692994,0.217683170102093,0.0971560594512195,0.0498046875,0.125,0.0154211571237063,0.0588869814159454,0,0.498495551885319,0.110937443315867,0.0001643341078071,0,0.0052322424762849,0.000714633935025
QSAR-TID-100835,DT,NONE,125,1024,17,13.6,0.0020376287550588,7.33645703610624E-21,0.0603762688038324,0.0103819869022064,0.0001110752977647,0.0001110752977647,0.0001110752977647,7.99973898941104E-05,1.23259516440783E-32,0.0030592532828824,0.00032298810157,8.192,0.696,0.0849609375,0.0973252377639745,0,0.443634089953273,0.0690720873706375,0.635125,0.272,0.936,0.0567781434687466,0.792,0.165520726613523,0,0.721426429898718,0.154144773834022,0.0886939264112903,0.015625,0.126953125,0.0230266837246762,0.0352876009205477,0,0.52045609375641,0.0682762196659922,0.0002153725142424,0,0.0165375450864534,0.0015162387532685
QSAR-TID-100906,MLP,WC,79,1024,13,16.4556962025316,0,0,0,0,0,0,0,0.000163261128148,2.89735126469654E-34,0.00661386875286,0.0008286493041692,12.9620253164557,0.810126582278481,0.0625,0.104938751792703,0,0.363293487931709,0.0672016971889502,0.662097013449367,0.291139240506329,0.949367088607595,0.0566719874229446,0.79746835443038,0.161129376370123,0,0.903922463631973,0.180954089339575,0.099784655448718,0.0244140625,0.1259765625,0.0161371826477012,0.0587820090324637,0,0.817075820258496,0.131213009646639,0.0003019159518515,0,0.0172026646671827,0.0019529040688183
QSAR-TID-100918,MLP,GN,88,1024,18,20.4545454545455,0,0,0,0,0,0,0,0.0006744749607474,1.77066430382529E-32,0.0533967112475225,0.0057270123185562,11.6363636363636,0.772727272727273,0.06640625,0.100900557834451,0.0008572136461922,0.37791175965174,0.0662091469647587,0.721812855113636,0.284090909090909,0.977272727272727,0.0760576867202528,0.136363636363636,0.116356024903815,0,0.878472211682565,0.175828523468273,0.0938285739942529,0.0107421875,0.126953125,0.0223109497734534,0.0397837755029631,0,0.415980164735857,0.0902568179158397,7.04981044102836E-05,0,0.0015208064389735,0.0002423754493099
QSAR-TID-100925,MLP,WC,79,1024,16,20.253164556962,0,0,0,0,0,0,0,0.0002187602627365,2.50781084064486E-35,0.007170356133411,0.0009595321158834,12.9620253164557,0.810126582278481,0.0625,0.110191949141917,0,0.513776097434618,0.0768300775766303,0.743102254746835,0.189873417721519,0.962025316455696,0.110277283611154,0.89873417721519,0.139946520294843,0,0.742602722725147,0.193877028127877,0.0983072916666667,0.0283203125,0.1318359375,0.0148367617834834,0.047244077685642,0,0.551458803798802,0.111609355486754,0.0004283975142686,0,0.018687445662066,0.002234326826573
QSAR-TID-100931,DT,RO,110,1024,15,13.6363636363636,0.0026757641431171,1.01430148372094E-20,0.147167027871441,0.017374150298845,0.0003062766205509,0.0003062766205509,0.0003062766205509,0.0001852518728574,4.81482486096809E-33,0.0061090505318305,0.000755440147701,9.30909090909091,0.754545454545455,0.0810546875,0.101128491593563,0.0004445982127981,0.576155868727332,0.0753012884603288,0.687411221590909,0.154545454545455,0.954545454545455,0.0718502180794702,0.872727272727273,0.202215138440358,0,0.809418614306984,0.197752031327152,0.0948699111238532,0.04296875,0.1279296875,0.0166200758489281,0.0653146019008993,0,0.407317536870989,0.106831269594274,0.0007512110826072,0,0.038561856598481,0.0050074591070506
QSAR-TID-100951,XG,GN,81,1024,15,18.5185185185185,0,0,0,0,0,0,0,0.0001825075575503,4.92328646927857E-35,0.0044776088208558,0.0007392576243251,12.641975308642,0.802469135802469,0.0634765625,0.107772862141835,0,0.434159813236072,0.0734836554340488,0.73583381558642,0.197530864197531,0.950617283950617,0.0977169049139431,0.925925925925926,0.145781049421213,0,0.71508679709808,0.193869766238654,0.0984130859375,0.0283203125,0.130859375,0.0163254766630942,0.052301854687777,0,0.51134912738399,0.100165003158447,0.0003885250280564,0,0.0075265168845896,0.0013727522607414
QSAR-TID-100975,MLP,WC,75,1024,16,21.3333333333333,0,0,0,0,0,0,0,6.3725373256139E-05,3.40852012972804E-35,0.0011512935553155,0.0001855093736234,13.6533333333333,0.813333333333333,0.0595703125,0.115772762433734,0.0014716112503677,0.538829693023628,0.0787050079458136,0.738359375,0.226666666666667,0.96,0.0982987655385219,0.893333333333333,0.108931592735862,0,1,0.203409523293161,0.100849873310811,0.029296875,0.1318359375,0.0146482567209319,0.0514019861457303,0,1,0.138887166798087,0.0001925650455018,0,0.0033418485293917,0.0006149537379215
QSAR-TID-101033,MLP,GN,75,1024,7,9.33333333333333,0,0,0,0,0,0,0,0.0008126932390575,1.26339949492309E-34,0.056476840191487,0.0065617432232811,13.6533333333333,0.813333333333333,0.0595703125,0.124092707313806,0.0017310891430685,0.547698807039814,0.0847068093260803,0.7267578125,0.12,0.893333333333333,0.172997620679848,0.12,0.0805187265410629,0,0.483927151916558,0.134032704141999,0.097972972972973,0.0283203125,0.1318359375,0.0171630595215264,0.0203499844863211,0,0.189083044699333,0.0405030768845271,0.0006824507172317,0,0.0400519751726496,0.0046755137110802
QSAR-TID-101048,MLP,RO,74,1024,15,20.2702702702703,0,0,0,0,0,0,0,0.0003580878798965,2.17943758617514E-35,0.01437991898407,0.0017721373593956,13.8378378378378,0.810810810810811,0.05859375,0.104001897291061,0.0007520773990271,0.341153996056826,0.0680028667341364,0.734506967905405,0.216216216216216,0.945945945945946,0.0963178846737543,0.905405405405405,0.129460975053734,0,0.803111590853481,0.209301371731513,0.0977365154109589,0.0244140625,0.126953125,0.0167348685554673,0.0546247774297833,0,0.64498822736321,0.133174927832316,0.0001224359605435,0,0.0018250135323191,0.0003474939546733
QSAR-TID-101055,MLP,WC,81,1024,14,17.2839506172839,0,0,0,0,0,0,0,0.0001250627563217,7.36788747915838E-34,0.0040200739404405,0.0005633724660173,12.641975308642,0.802469135802469,0.0634765625,0.101996440970629,0,0.417776304627463,0.0692678845414229,0.734796971450617,0.197530864197531,0.950617283950617,0.0984720788080815,0.91358024691358,0.152213576225374,0,1,0.213882580795478,0.0985595703125,0.0283203125,0.1259765625,0.0165923069357339,0.0572785694818405,0,1,0.143404962026994,0.0001508144182726,0,0.0038960550459096,0.0005042863010585
QSAR-TID-10113,MLP,GN,131,1024,9,6.87022900763359,0.0263190522193894,2.66166059902213E-19,0.567406451936717,0.0677199546097706,0.0052436771876309,0.0052436771876309,0.0052436771876309,0.0030433263605797,0,0.0805268144371286,0.0106129135676685,7.81679389312977,0.419847328244275,0.0537109375,0.117447798674186,0,0.413261982257315,0.0831599829778611,0.518398139312977,0.49618320610687,0.809160305343511,0.0511123200132914,0.244274809160305,0.0771560757137324,0,0.943983408441778,0.137886979561197,0.0583608774038462,0.0087890625,0.1708984375,0.028391566963632,0.0154322579471703,0,0.891104675413357,0.0819384367994859,0.0007461890516541,0,0.0186377211779959,0.0025300650067064
QSAR-TID-101130,DT,WC,79,1024,14,17.7215189873418,0,0,0,0,0,0,0,7.9937021964476E-05,3.59948533656084E-36,0.0013762544074554,0.0002534438971927,12.9620253164557,0.810126582278481,0.0625,0.0998586316851805,0,0.4,0.0623452300563334,0.73798457278481,0.240506329113924,0.936708860759494,0.0975371800645202,0.89873417721519,0.204733923317906,0,1,0.217852652453473,0.100961538461538,0.07421875,0.125,0.0113801255383716,0.0815463079718688,0,1,0.162461762068005,0.0003782044694336,0,0.0101498324305494,0.0015209946181505
QSAR-TID-101191,XG,WC,74,1024,15,20.2702702702703,0,0,0,0,0,0,0,7.12738765374948E-05,6.27922591470041E-34,0.0022167106939196,0.0002893343557831,13.8378378378378,0.810810810810811,0.05859375,0.107561451738726,0.0017310611106742,0.408530422119123,0.0699216592318221,0.743441195101351,0.189189189189189,0.905405405405405,0.134991588625092,0.918918918918919,0.126360009973123,0,1,0.215697491883002,0.0998903039383562,0.0654296875,0.1318359375,0.0121324538864702,0.051370767031268,0,0.440013279424657,0.101260632661511,0.0004328937793627,0,0.0117977971928854,0.0016141803384465
QSAR-TID-101204,MLP,WC,75,1024,12,16,0,0,0,0,0,0,0,0.0002009752942577,4.81482486096809E-35,0.0117159447362275,0.0013652377513627,13.6533333333333,0.813333333333333,0.0595703125,0.0947390389035172,0,0.328321592527212,0.0618067725758442,0.7267578125,0.293333333333333,0.92,0.0732695621870086,0.88,0.210627007806825,0,0.890125962560205,0.257018464116242,0.100269214527027,0.0244140625,0.126953125,0.0149918786870034,0.093342617043071,0,0.792324229223732,0.189064512268933,0.0001660395785453,0,0.0036922521782566,0.0005611603851588
QSAR-TID-101226,MLP,WC,79,1024,19,24.0506329113924,0,0,0,0,0,0,0,9.02126943330018E-05,2.77333911991762E-32,0.0026836056140901,0.0003428534383223,12.9620253164557,0.810126582278481,0.0625,0.10018972469951,0,0.370065432145138,0.0644903624116346,0.729813587816456,0.189873417721519,0.886075949367089,0.169512841645492,0.949367088607595,0.216124573775775,0,0.836072168877191,0.264180403380213,0.0992588141025641,0.052734375,0.126953125,0.0147381875459539,0.102244060015729,0,0.69901667157101,0.154253149455291,0.0002307753789617,0,0.0050818946082992,0.0007228422946902
QSAR-TID-101231,MLP,SG,79,1024,18,22.7848101265823,0,0,0,0,0,0,0,9.24914917018291E-05,1.80585484232422E-32,0.0048923449081596,0.0005630198384528,12.9620253164557,0.810126582278481,0.0625,0.101603094562156,0,0.448438478160408,0.0725063826453877,0.725462321993671,0.139240506329114,0.89873417721519,0.174483256368366,0.10126582278481,0.155729063939054,0,0.839438595666414,0.212234318667114,0.0996344150641026,0.0283203125,0.125,0.0147667321377996,0.0607903760015544,0,0.704657155894401,0.132398539342686,0.0013803644037465,0,0.081409273331875,0.0094587865345205
QSAR-TID-101239,MLP,WC,80,1024,14,17.5,0,0,0,0,0,0,0,8.31951001378153E-05,1.76614194189343E-33,0.0029295150791105,0.0003414666416843,12.8,0.8,0.0625,0.098084453860469,0,0.333040862142762,0.0599202156880082,0.701806640625,0.2375,0.925,0.0644201728151703,0.875,0.217812728619227,0,0.791406720759979,0.238801673480294,0.101068037974684,0.0224609375,0.1298828125,0.0163835144259941,0.103123647448506,0,0.626324597664063,0.157454911831532,0.0001536388613363,0,0.0025329606559342,0.0004667965144786
QSAR-TID-101278,MLP,WC,79,1024,15,18.9873417721519,0,0,0,0,0,0,0,8.93976312357033E-05,0,0.0027792477943894,0.0003568088562485,12.9620253164557,0.810126582278481,0.0625,0.113488744058059,0,0.494185145546333,0.0799052981447594,0.738738627373418,0.177215189873418,0.89873417721519,0.147235521219713,0.936708860759494,0.129674906761827,0,0.784842490627104,0.175873072270866,0.099208733974359,0.052734375,0.1318359375,0.0151316537672953,0.037661446518429,0,0.615977735093755,0.0846006005123529,0.000364445603868,0,0.0090108835322901,0.0015475922542193
QSAR-TID-101301,XG,GN,151,1024,16,10.5960264900662,0.0428909855578183,9.65554511020164E-19,0.364624990132813,0.0626445992719466,0.0057379934149118,0.0057379934149118,0.0057379934149118,0.0040880395530397,2.20123521069167E-31,0.0488541285295834,0.0090937349066719,6.78145695364238,0.344370860927152,0.05078125,0.117926843945243,0.0014453520595397,0.429447073930373,0.0870689668009556,0.519809343956954,0.496688741721854,0.887417218543046,0.0599007407379115,0.576158940397351,0.153044440481398,0,1,0.147840900470645,0.0551432291666667,0,0.1181640625,0.0252753301860765,0.0431642300466251,0,1,0.110930948143099,0.0099645769523983,0,0.249885631399256,0.0391194155664051
QSAR-TID-101309,MLP,RO,73,1024,12,16.4383561643836,0,0,0,0,0,0,0,4.31030627629788E-05,4.41597328802456E-34,0.0008277419766904,0.0001489392339004,14.027397260274,0.821917808219178,0.05859375,0.106723744958349,0,0.471668362401195,0.0682069399040317,0.740970141267123,0.164383561643836,0.904109589041096,0.134287310686186,0.150684931506849,0.109405796348652,0,1,0.184392806252564,0.0994059244791667,0.0654296875,0.1279296875,0.014048793841257,0.0429848239900145,0,1,0.134380245516155,0.0002544049772156,0,0.0067806509449262,0.0010061948404052
QSAR-TID-101312,MLP,GN,80,1024,12,15,0,0,0,0,0,0,0,0.0002221956784802,9.35999143396976E-33,0.0101517148080062,0.0011917406555516,12.8,0.8,0.0625,0.1039217208283,0,0.385955573879027,0.0721087997040816,0.68409423828125,0.2875,0.9375,0.0630958684685181,0.9,0.214558293081507,0,0.830412923747116,0.243204505213071,0.101105122626582,0.056640625,0.12890625,0.012454998923852,0.0780243553725356,0,0.640190125871124,0.13111659129046,0.0003424902642719,0,0.0117813089494527,0.0014854953267662
QSAR-TID-101317,MLP,WC,99,1024,22,22.2222222222222,0.0051115809765913,2.34783691722449E-19,0.139534855353118,0.0238260902524131,0.0005880766693548,0.0005880766693548,0.0005880766693548,0.000544812244422,0,0.0191850984570798,0.0024888826393782,10.3434343434343,0.767676767676768,0.07421875,0.095750054608295,0,0.359918503479454,0.0639521776192982,0.660146385732323,0.585858585858586,0.94949494949495,0.0536955642325346,0.717171717171717,0.20964878996319,0,1,0.230142695603281,0.0957728794642857,0,0.1318359375,0.0193228705571152,0.0753567646804685,0,0.584335815043803,0.120817025525963,0.0016739082730887,0,0.0755459359238596,0.0094513515539986
QSAR-TID-101324,MLP,NONE,79,1024,13,16.4556962025316,0,0,0,0,0,0,0,0.0001439203848464,2.70833898429455E-35,0.0028314077298475,0.0005017314936074,12.9620253164557,0.822784810126582,0.0634765625,0.105599743136399,0,0.388430460380857,0.0708282323115598,0.648833069620253,0.569620253164557,0.949367088607595,0.0500259622287449,0.835443037974684,0.179825508138234,0,0.989392008604535,0.216686229421523,0.101299579326923,0.0244140625,0.134765625,0.0154429528670006,0.0844199780233364,0,0.978896546690517,0.163797339120337,0.0004878602003058,0,0.0159558587847628,0.0022294401845776
QSAR-TID-101332,DT,NONE,106,1024,32,30.188679245283,0.0003831479076519,1.84803447880543E-20,0.0101534195527761,0.0019439936033359,3.8902614571583E-06,3.8902614571583E-06,3.8902614571583E-06,3.40831578894146E-05,0,0.0005959765608215,0.0001079162286967,9.66037735849057,0.735849056603774,0.076171875,0.101051686935716,0,0.503086256957992,0.0881301803023609,0.671570975825472,0.320754716981132,0.924528301886792,0.0520154238418922,0.292452830188679,0.161631839859447,0,0.583258110266007,0.163466070876147,0.0913318452380952,0.013671875,0.1298828125,0.0239549282355911,0.0391750926602098,0,0.340190023191073,0.0656122861267488,0.0002369531002266,0,0.0080765449120585,0.0009396042254875
QSAR-TID-101333,DT,GN,168,1024,41,24.4047619047619,0.0137650364124495,9.82757206721109E-20,0.28219684429801,0.0475497438765392,0.00243699616693,0.00243699616693,0.00243699616693,0.0013328715751979,0,0.0484341926211637,0.005557218237411,6.09523809523809,0.654761904761905,0.107421875,0.0692589057634227,0.0004111788873897,0.345751995196838,0.05790886349716,0.578212193080357,0.547619047619048,0.964285714285714,0.0488068664579187,0.422619047619048,0.183820352344932,0,0.840999921162923,0.190215504139563,0.0873994199101796,0,0.1298828125,0.0227005704225836,0.053775818446112,0,0.577093345915904,0.0976832977224838,0.0005932371866624,0,0.0495323670246506,0.0049290359189704
QSAR-TID-101340,SVR,RO,86,1024,18,20.9302325581395,0,0,0,0,0,0,0,0.000100616706195,7.70371977754894E-34,0.0037232605130033,0.0004288305799035,11.906976744186,0.802325581395349,0.0673828125,0.0941200344309897,0,0.355017854544562,0.0611440996722294,0.697844749273256,0.372093023255814,0.930232558139535,0.0583661729542609,0.86046511627907,0.174228973837441,0,0.881195468064027,0.256692076392291,0.0999655330882353,0.0283203125,0.12890625,0.016688083597536,0.0891091133491776,0,0.77650545293658,0.197690671276935,0.0001150147066092,0,0.0018120170957489,0.0003337612189599
QSAR-TID-101399,MLP,WC,75,1024,15,20,0,0,0,0,0,0,0,0.000244866079372,0,0.0119555123229317,0.0014058881407801,13.6533333333333,0.813333333333333,0.0595703125,0.103053923779329,0,0.468067481239681,0.069026490507426,0.693411458333333,0.346666666666667,0.946666666666667,0.0633614896425162,0.853333333333333,0.206498394575498,0,0.828367488409098,0.230336207275209,0.0994114231418919,0.0224609375,0.130859375,0.0150621859445409,0.104378640138613,0,0.686192695853198,0.164435139985619,0.0003374366095407,0,0.0171584243380707,0.002008694459779
QSAR-TID-10143,MLP,GN,62,1024,9,14.5161290322581,0.0070041677594666,0,0.0838355689720348,0.0202011344040134,0.0004505621676761,0.0004505621676761,0.0004505621676761,0.0007174820093787,0,0.0141445008765222,0.0021622071599691,16.5161290322581,0.516129032258065,0.03125,0.209751483234038,0.0027474186391491,0.822801323198487,0.188319533889355,0.634340347782258,0.0483870967741935,0.951612903225806,0.125501641947002,0.838709677419355,0.0783368652108831,0,0.557097555727736,0.136567544135067,0.0540791495901639,0,0.1376953125,0.0407825111922692,0.0216999571275704,0,0.310357686597818,0.0638140213957072,0.0001279107208847,0,0.0022903890116672,0.0004014813536767
QSAR-TID-101433,DT,RO,81,1024,16,19.7530864197531,0,0,0,0,0,0,0,0.0002563377822651,3.41783945071955E-32,0.0049699933558257,0.0008701148373606,12.641975308642,0.802469135802469,0.0634765625,0.100184332592807,0,0.435731249249361,0.0719872686168654,0.733446662808642,0.271604938271605,0.950617283950617,0.085182145113023,0.876543209876543,0.180607575010604,0,0.931930126801142,0.252555445520541,0.09896240234375,0.0361328125,0.1357421875,0.0158892676799327,0.0758404053272201,0,0.868493761239593,0.173986431112808,0.0003930365185335,0,0.0182511675466565,0.0021034662286241
QSAR-TID-101448,MLP,WC,80,1024,17,21.25,0,0,0,0,0,0,0,9.26893423186538E-05,0,0.0044274354589914,0.0005083294379322,12.8,0.8,0.0625,0.101035053780877,0.0008333116327921,0.35875972548137,0.0633814204406507,0.7410888671875,0.225,0.925,0.0988784165731512,0.9125,0.168548141045199,0,0.948305367103395,0.237870392771816,0.0983361352848101,0.0244140625,0.1318359375,0.0161561750237077,0.0710325589219149,0,0.853773693991597,0.151972560890323,0.0003140095066806,0,0.0152245683606667,0.0017661333044911
QSAR-TID-101503,XG,GN,79,1024,12,15.1898734177215,0,0,0,0,0,0,0,0.0002248228972762,0,0.0120590739641928,0.0013768866266527,12.9620253164557,0.810126582278481,0.0625,0.112904240565232,0,0.45973988423523,0.0745932946850693,0.699070411392405,0.291139240506329,0.949367088607595,0.0673790714694303,0.89873417721519,0.143207105746869,0,0.565534895331137,0.185124155031619,0.0989207732371795,0.0283203125,0.1318359375,0.0165302440725883,0.0468711889964144,0,0.271155999484277,0.08347419330617,0.0003945268209693,0,0.0176559607392735,0.0021588708680993
QSAR-TID-101504,XG,GN,99,1024,11,11.1111111111111,0.0033766242088686,7.78812567781372E-20,0.107142873361808,0.0161109974534873,0.0002683439689947,0.0002683439689947,0.0002683439689947,0.0002680442080079,1.71950958328971E-34,0.0127090892650671,0.0015029640882617,10.3434343434343,0.767676767676768,0.07421875,0.0952623502454949,0,0.394913359623685,0.0670631795592386,0.594627919823232,0.555555555555556,0.919191919191919,0.054693838742189,0.828282828282828,0.232570466908077,0,0.760476283140468,0.19148913541366,0.097526705994898,0.0185546875,0.1318359375,0.0170722955947622,0.0678542948610236,0,0.578324177219141,0.0983582128457959,0.0010704126560491,0,0.0567620527803562,0.0062488956640926
QSAR-TID-101506,DT,RU,79,1024,11,13.9240506329114,0,0,0,0,0,0,0,0.0003869628524519,0,0.0160398464066119,0.0022272692036814,12.9620253164557,0.810126582278481,0.0625,0.100798649104341,0,0.353005063303252,0.0676152440720582,0.641181269778481,0.582278481012658,0.949367088607595,0.052822012888875,0.810126582278481,0.152423039107546,0,0.907108039873428,0.174984758559376,0.09912109375,0.015625,0.126953125,0.0159953431498866,0.0484818858875039,0,0.269954731137441,0.0741472513425315,0.0003838129979367,0,0.0103505269074193,0.0016437030733457
QSAR-TID-101553,MLP,GN,80,1024,19,23.75,0,0,0,0,0,0,0,0.0003548463925648,2.15842276370633E-34,0.0162535767138441,0.0019758269662942,12.8,0.8,0.0625,0.0990153614980579,0,0.395782206210823,0.0621063747820247,0.706103515625,0.15,0.9,0.202940662605965,0.9375,0.149246303537446,0,1,0.223177336081843,0.0977056962025316,0.052734375,0.1279296875,0.0147448572282292,0.0736538960192202,0,1,0.181780280367657,0.0001407141906888,0,0.0030159236586999,0.0005275887907505
